student_id,school_id,sex,p1,p2,p3,p41,p42,p5,p6,p7,p81,p82,p9,p10a,p10b,p10c,p10d,p10e,p10f,p10g,p10h,p11a,p11b,p11c,p11d,p12a,p12b,p12c,p12d,p12e,p12f,p12g,p12h,p13a,p13b,p13c,p13d,p13e,p13f,p13g,p13h
EST0137,Colegio_5,Female,16,YES,1,FOURTH,DID NOT REPEAT,INCOMPLETE SECONDARY,INCOMPLETE PRIMARY,45,FREQUENTLY,SOMETIMES,MOBILE PHONE,DISAGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,AGREE,MOST QUESTIONS,ALL QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,ALL QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE
EST0122,Colegio_5,Female,13,YES,1,DID NOT REPEAT,DID NOT REPEAT,DON'T KNOW,TECHNICAL HIGHER EDUCATION,1245,NEVER,FREQUENTLY,COMPUTER/LAPTOP,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,DISAGREE,AGREE,AGREE,ALL QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,ALL QUESTIONS,AGREE,AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE
EST0112,Colegio_5,Male,12,YES,1,DID NOT REPEAT,DID NOT REPEAT,TECHNICAL HIGHER EDUCATION,TECHNICAL HIGHER EDUCATION,14567,SOMETIMES,FREQUENTLY,MOBILE PHONE,DISAGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,VERY FEW QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,ALL QUESTIONS,AGREE,PARTIALLY AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,AGREE
EST0110,Colegio_5,Male,13,NO,1,DID NOT REPEAT,DID NOT REPEAT,INCOMPLETE SECONDARY,DON'T KNOW,45,SOMETIMES,SOMETIMES,MOBILE PHONE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE
EST0114,Colegio_5,Male,13,YES,3,DID NOT REPEAT,DID NOT REPEAT,INCOMPLETE SECONDARY,INCOMPLETE SECONDARY,14567,FREQUENTLY,FREQUENTLY,MOBILE PHONE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,VERY FEW QUESTIONS,ALL QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,PARTIALLY AGREE,DISAGREE,DISAGREE,DISAGREE,PARTIALLY AGREE,DISAGREE,PARTIALLY AGREE,DISAGREE
EST0113,Colegio_5,Male,12,YES,2,DID NOT REPEAT,DID NOT REPEAT,INCOMPLETE PRIMARY,COMPLETE SECONDARY,4,SOMETIMES,-888,MOBILE PHONE,DISAGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,MOST QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,ALL QUESTIONS,MOST QUESTIONS,AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE
EST0108,Colegio_5,Male,13,YES,14,DID NOT REPEAT,DID NOT REPEAT,COMPLETE SECONDARY,COMPLETE SECONDARY,457,FREQUENTLY,SOMETIMES,MOBILE PHONE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,MOST QUESTIONS,ALL QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,AGREE,AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,DISAGREE,PARTIALLY AGREE
EST0109,Colegio_5,Female,13,YES,1,DID NOT REPEAT,FIRST,TECHNICAL HIGHER EDUCATION,TECHNICAL HIGHER EDUCATION,234567,FREQUENTLY,SOMETIMES,COMPUTER/LAPTOP,AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE
EST0111,Colegio_5,Female,12,YES,-777,DID NOT REPEAT,DID NOT REPEAT,UNIVERSITY EDUCATION,UNIVERSITY EDUCATION,456,SOMETIMES,FREQUENTLY,MOBILE PHONE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,DISAGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,VERY FEW QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,PARTIALLY AGREE,PARTIALLY AGREE,DISAGREE,PARTIALLY AGREE,DISAGREE,AGREE,AGREE,PARTIALLY AGREE
EST0107,Colegio_5,Female,12,YES,1,DID NOT REPEAT,DID NOT REPEAT,COMPLETE SECONDARY,COMPLETE SECONDARY,45,FREQUENTLY,SOMETIMES,MOBILE PHONE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE
EST0139,Colegio_5,Female,14,YES,1,DID NOT REPEAT,DID NOT REPEAT,COMPLETE SECONDARY,COMPLETE PRIMARY,1456,SOMETIMES,NEVER,MOBILE PHONE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE
EST0125,Colegio_5,Female,14,YES,1,DID NOT REPEAT,SECOND,DON'T KNOW,DON'T KNOW,145,SOMETIMES,FREQUENTLY,MOBILE PHONE,PARTIALLY AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,PARTIALLY AGREE,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,AGREE
EST0123,Colegio_5,Female,14,YES,1,DID NOT REPEAT,DID NOT REPEAT,INCOMPLETE SECONDARY,INCOMPLETE SECONDARY,145,SOMETIMES,SOMETIMES,MOBILE PHONE,PARTIALLY AGREE,DISAGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE
EST0136,Colegio_5,Female,14,YES,12,DID NOT REPEAT,DID NOT REPEAT,DON'T KNOW,DON'T KNOW,45,FREQUENTLY,FREQUENTLY,MOBILE PHONE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,DISAGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,NO QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE
EST0140,Colegio_5,Male,14,NO,12,DID NOT REPEAT,SECOND,INCOMPLETE SECONDARY,INCOMPLETE SECONDARY,123456,FREQUENTLY,SOMETIMES,MOBILE PHONE,DISAGREE,PARTIALLY AGREE,PARTIALLY AGREE,DISAGREE,AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,DISAGREE,AGREE,AGREE,VERY FEW QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE
EST0126,Colegio_5,Male,15,DON'T KNOW,1,THIRD,DID NOT REPEAT,INCOMPLETE SECONDARY,DON'T KNOW,4,FREQUENTLY,-888,MOBILE PHONE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,MOST QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE
EST0121,Colegio_5,Female,15,YES,1,DID NOT REPEAT,DID NOT REPEAT,DON'T KNOW,DON'T KNOW,456,SOMETIMES,SOMETIMES,MOBILE PHONE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,ALL QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,DISAGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE
EST0116,Colegio_5,Male,14,YES,1,DID NOT REPEAT,DID NOT REPEAT,COMPLETE SECONDARY,COMPLETE SECONDARY,45,FREQUENTLY,FREQUENTLY,MOBILE PHONE,PARTIALLY AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,VERY FEW QUESTIONS,MOST QUESTIONS,NO QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,ALL QUESTIONS,MOST QUESTIONS,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,AGREE,DISAGREE,PARTIALLY AGREE
EST0119,Colegio_5,Female,14,NO,1,DID NOT REPEAT,DID NOT REPEAT,COMPLETE PRIMARY,COMPLETE SECONDARY,145,SOMETIMES,FREQUENTLY,MOBILE PHONE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,DISAGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,VERY FEW QUESTIONS,NO QUESTIONS,NO QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE
EST0118,Colegio_5,Male,15,YES,1,DID NOT REPEAT,DID NOT REPEAT,INCOMPLETE PRIMARY,COMPLETE SECONDARY,45,FREQUENTLY,FREQUENTLY,MOBILE PHONE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE
EST0117,Colegio_5,Female,16,YES,1,THIRD,DID NOT REPEAT,INCOMPLETE SECONDARY,INCOMPLETE PRIMARY,12456,FREQUENTLY,FREQUENTLY,MOBILE PHONE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,DISAGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,DISAGREE,AGREE,AGREE,MOST QUESTIONS,MOST QUESTIONS,NO QUESTIONS,VERY FEW QUESTIONS,NO QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,NO QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,PARTIALLY AGREE
EST0115,Colegio_5,Female,15,YES,123,DID NOT REPEAT,DID NOT REPEAT,INCOMPLETE SECONDARY,INCOMPLETE SECONDARY,456,SOMETIMES,SOMETIMES,MOBILE PHONE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,AGREE,MOST QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,PARTIALLY AGREE
EST0179,Colegio_6,Female,12,DON'T KNOW,1,DID NOT REPEAT,DID NOT REPEAT,COMPLETE SECONDARY,COMPLETE SECONDARY,45,SOMETIMES,FREQUENTLY,MOBILE PHONE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,MOST QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,NO QUESTIONS,MOST QUESTIONS,NO QUESTIONS,MOST QUESTIONS,ALL QUESTIONS,AGREE,PARTIALLY AGREE,AGREE,DISAGREE,AGREE,DISAGREE,PARTIALLY AGREE,AGREE
EST0180,Colegio_6,Male,14,YES,1,DID NOT REPEAT,DID NOT REPEAT,COMPLETE SECONDARY,TECHNICAL HIGHER EDUCATION,1234567,SOMETIMES,SOMETIMES,MOBILE PHONE,PARTIALLY AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,AGREE,ALL QUESTIONS,ALL QUESTIONS,NO QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,ALL QUESTIONS,ALL QUESTIONS,MOST QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE
EST0161,Colegio_6,Female,12,YES,1,DID NOT REPEAT,DID NOT REPEAT,COMPLETE SECONDARY,COMPLETE SECONDARY,245,FREQUENTLY,NEVER,MOBILE PHONE,PARTIALLY AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,ALL QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,ALL QUESTIONS,VERY FEW QUESTIONS,AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,DISAGREE,AGREE
EST0173,Colegio_6,Female,14,YES,1,DID NOT REPEAT,DID NOT REPEAT,TECHNICAL HIGHER EDUCATION,COMPLETE SECONDARY,124567,SOMETIMES,FREQUENTLY,COMPUTER/LAPTOP,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,AGREE,ALL QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,NO QUESTIONS,NO QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE
EST0178,Colegio_6,Female,12,YES,1,DID NOT REPEAT,DID NOT REPEAT,INCOMPLETE SECONDARY,DON'T KNOW,45,-777,FREQUENTLY,MOBILE PHONE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,VERY FEW QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE
EST0167,Colegio_6,Female,13,YES,1,FIFTH,DID NOT REPEAT,COMPLETE SECONDARY,COMPLETE SECONDARY,45,SOMETIMES,FREQUENTLY,MOBILE PHONE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,VERY FEW QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE
EST0148,Colegio_6,Female,14,YES,1,DID NOT REPEAT,DID NOT REPEAT,COMPLETE SECONDARY,COMPLETE SECONDARY,14567,SOMETIMES,FREQUENTLY,MOBILE PHONE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,AGREE,DISAGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE
EST0157,Colegio_6,Male,13,YES,12,DID NOT REPEAT,DID NOT REPEAT,DON'T KNOW,DON'T KNOW,145,FREQUENTLY,SOMETIMES,MOBILE PHONE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,MOST QUESTIONS,MOST QUESTIONS,ALL QUESTIONS,ALL QUESTIONS,VERY FEW QUESTIONS,ALL QUESTIONS,MOST QUESTIONS,ALL QUESTIONS,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE
EST0170,Colegio_6,Male,12,NO,1,DID NOT REPEAT,DID NOT REPEAT,COMPLETE SECONDARY,INCOMPLETE SECONDARY,45,SOMETIMES,FREQUENTLY,MOBILE PHONE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,ALL QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,ALL QUESTIONS,MOST QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,DISAGREE,AGREE
EST0184,Colegio_6,Female,12,YES,1,DID NOT REPEAT,DID NOT REPEAT,DON'T KNOW,DON'T KNOW,45,SOMETIMES,FREQUENTLY,MOBILE PHONE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,-777,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE
EST0183,Colegio_6,Male,15,YES,1,DID NOT REPEAT,FIRST,DON'T KNOW,DON'T KNOW,45,FREQUENTLY,SOMETIMES,MOBILE PHONE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,MOST QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,PARTIALLY AGREE,AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,DISAGREE,AGREE
EST0188,Colegio_6,Female,12,YES,1,DID NOT REPEAT,DID NOT REPEAT,UNIVERSITY EDUCATION,COMPLETE SECONDARY,124567,FREQUENTLY,FREQUENTLY,MOBILE PHONE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,MOST QUESTIONS,VERY FEW QUESTIONS,NO QUESTIONS,MOST QUESTIONS,NO QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,PARTIALLY AGREE
EST0189,Colegio_6,Female,12,YES,1,DID NOT REPEAT,DID NOT REPEAT,INCOMPLETE SECONDARY,COMPLETE SECONDARY,124567,FREQUENTLY,NEVER,MOBILE PHONE,PARTIALLY AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE
EST0159,Colegio_6,Male,12,YES,1,DID NOT REPEAT,DID NOT REPEAT,DON'T KNOW,UNIVERSITY EDUCATION,14567,FREQUENTLY,NEVER,MOBILE PHONE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,MOST QUESTIONS,ALL QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,PARTIALLY AGREE
EST0181,Colegio_6,Male,12,YES,1,DID NOT REPEAT,DID NOT REPEAT,DON'T KNOW,DON'T KNOW,1234567,SOMETIMES,FREQUENTLY,MOBILE PHONE,AGREE,AGREE,PARTIALLY AGREE,DISAGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,DISAGREE,AGREE,DISAGREE,ALL QUESTIONS,VERY FEW QUESTIONS,NO QUESTIONS,NO QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,ALL QUESTIONS,MOST QUESTIONS,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,PARTIALLY AGREE,AGREE,DISAGREE
EST0192,Colegio_6,Male,12,YES,1,DID NOT REPEAT,DID NOT REPEAT,COMPLETE PRIMARY,COMPLETE SECONDARY,1234567,SOMETIMES,FREQUENTLY,COMPUTER/LAPTOP,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,DISAGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,MOST QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,PARTIALLY AGREE,AGREE,DISAGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE
EST0171,Colegio_6,Male,13,YES,1,DID NOT REPEAT,DID NOT REPEAT,DON'T KNOW,DON'T KNOW,2456,FREQUENTLY,FREQUENTLY,MOBILE PHONE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,VERY FEW QUESTIONS,MOST QUESTIONS,NO QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,NO QUESTIONS,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE
EST0191,Colegio_6,Female,12,DON'T KNOW,1,DID NOT REPEAT,DID NOT REPEAT,COMPLETE SECONDARY,COMPLETE SECONDARY,4567,SOMETIMES,FREQUENTLY,MOBILE PHONE,DISAGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,MOST QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,ALL QUESTIONS,MOST QUESTIONS,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE
