student_id,school_id,sex,p1,p2,p3,p41,p42,p5,p6,p7,p81,p82,p9,p10a,p10b,p10c,p10d,p10e,p10f,p10g,p10h,p11a,p11b,p11c,p11d,p12a,p12b,p12c,p12d,p12e,p12f,p12g,p12h,p13a,p13b,p13c,p13d,p13e,p13f,p13g,p13h
EST0015,Colegio_1,Female,14,YES,1,DID NOT REPEAT,DID NOT REPEAT,DON'T KNOW,DON'T KNOW,145,FREQUENTLY,SOMETIMES,MOBILE PHONE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,MOST QUESTIONS,ALL QUESTIONS,VERY FEW QUESTIONS,ALL QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,NO QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE
EST0007,Colegio_1,Female,15,YES,1,DID NOT REPEAT,DID NOT REPEAT,DON'T KNOW,DON'T KNOW,2356,-888,FREQUENTLY,MOBILE PHONE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,MOST QUESTIONS,VERY FEW QUESTIONS,NO QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE
EST0029,Colegio_1,Female,15,YES,1,DID NOT REPEAT,DID NOT REPEAT,DON'T KNOW,DON'T KNOW,35,-888,SOMETIMES,TABLET,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,DISAGREE,AGREE,AGREE,AGREE,DISAGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,MOST QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE
EST0002,Colegio_1,Female,14,YES,1,DID NOT REPEAT,DID NOT REPEAT,INCOMPLETE SECONDARY,COMPLETE PRIMARY,124567,SOMETIMES,SOMETIMES,MOBILE PHONE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,PARTIALLY AGREE,DISAGREE,AGREE,AGREE,MOST QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,NO QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE
EST0006,Colegio_1,Male,14,YES,1,DID NOT REPEAT,DID NOT REPEAT,COMPLETE SECONDARY,COMPLETE SECONDARY,1234567,FREQUENTLY,FREQUENTLY,MOBILE PHONE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,DISAGREE,DISAGREE,PARTIALLY AGREE,AGREE,AGREE,ALL QUESTIONS,MOST QUESTIONS,NO QUESTIONS,NO QUESTIONS,NO QUESTIONS,VERY FEW QUESTIONS,ALL QUESTIONS,VERY FEW QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE
EST0026,Colegio_1,Male,15,YES,13,DID NOT REPEAT,DID NOT REPEAT,COMPLETE PRIMARY,DON'T KNOW,12456,SOMETIMES,SOMETIMES,MOBILE PHONE,PARTIALLY AGREE,PARTIALLY AGREE,DISAGREE,PARTIALLY AGREE,DISAGREE,PARTIALLY AGREE,DISAGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,MOST QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE
EST0001,Colegio_1,Female,15,YES,1,DID NOT REPEAT,DID NOT REPEAT,INCOMPLETE SECONDARY,INCOMPLETE SECONDARY,4,FREQUENTLY,-888,MOBILE PHONE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,DISAGREE,AGREE,AGREE,MOST QUESTIONS,ALL QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,ALL QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,PARTIALLY AGREE
EST0013,Colegio_1,Female,14,YES,1,SECOND,DID NOT REPEAT,COMPLETE SECONDARY,COMPLETE SECONDARY,124567,FREQUENTLY,FREQUENTLY,COMPUTER/LAPTOP,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,DISAGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,VERY FEW QUESTIONS,VERY FEW QUESTIONS,NO QUESTIONS,NO QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,DISAGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,DISAGREE,AGREE
EST0018,Colegio_1,Male,15,YES,1,DID NOT REPEAT,SECOND,INCOMPLETE SECONDARY,COMPLETE SECONDARY,1456,FREQUENTLY,SOMETIMES,MOBILE PHONE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,PARTIALLY AGREE,PARTIALLY AGREE,DISAGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,DISAGREE,PARTIALLY AGREE
EST0024,Colegio_1,Male,15,YES,1,DID NOT REPEAT,DID NOT REPEAT,INCOMPLETE SECONDARY,INCOMPLETE SECONDARY,145,FREQUENTLY,FREQUENTLY,MOBILE PHONE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,DISAGREE,PARTIALLY AGREE,AGREE,DISAGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,NO QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,NO QUESTIONS,ALL QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,AGREE,PARTIALLY AGREE,DISAGREE,AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,DISAGREE
EST0027,Colegio_1,Female,14,YES,1,DID NOT REPEAT,DID NOT REPEAT,TECHNICAL HIGHER EDUCATION,COMPLETE SECONDARY,12456,FREQUENTLY,FREQUENTLY,COMPUTER/LAPTOP,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,AGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,MOST QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE
EST0020,Colegio_1,Male,14,YES,1,DID NOT REPEAT,SECOND,UNIVERSITY EDUCATION,DON'T KNOW,45,SOMETIMES,SOMETIMES,MOBILE PHONE,PARTIALLY AGREE,DISAGREE,PARTIALLY AGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,AGREE,VERY FEW QUESTIONS,MOST QUESTIONS,NO QUESTIONS,ALL QUESTIONS,NO QUESTIONS,NO QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE
EST0022,Colegio_1,Male,16,YES,1,FIFTH,DID NOT REPEAT,UNIVERSITY EDUCATION,DON'T KNOW,457,SOMETIMES,SOMETIMES,MOBILE PHONE,PARTIALLY AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,DISAGREE,DISAGREE,AGREE,AGREE,ALL QUESTIONS,MOST QUESTIONS,NO QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,NO QUESTIONS,ALL QUESTIONS,MOST QUESTIONS,AGREE,AGREE,PARTIALLY AGREE,DISAGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE
EST0016,Colegio_1,Male,14,YES,1,DID NOT REPEAT,DID NOT REPEAT,COMPLETE SECONDARY,COMPLETE SECONDARY,467,FREQUENTLY,-888,MOBILE PHONE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,PARTIALLY AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,AGREE,ALL QUESTIONS,ALL QUESTIONS,NO QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,NO QUESTIONS,ALL QUESTIONS,VERY FEW QUESTIONS,AGREE,AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,DISAGREE,AGREE
EST0030,Colegio_1,Male,14,YES,1,DID NOT REPEAT,DID NOT REPEAT,TECHNICAL HIGHER EDUCATION,TECHNICAL HIGHER EDUCATION,4,SOMETIMES,-888,MOBILE PHONE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE
EST0014,Colegio_1,Male,15,YES,1,SECOND,DID NOT REPEAT,INCOMPLETE SECONDARY,INCOMPLETE SECONDARY,145,FREQUENTLY,FREQUENTLY,MOBILE PHONE,PARTIALLY AGREE,DISAGREE,PARTIALLY AGREE,DISAGREE,AGREE,DISAGREE,PARTIALLY AGREE,AGREE,AGREE,PARTIALLY AGREE,DISAGREE,PARTIALLY AGREE,ALL QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,ALL QUESTIONS,ALL QUESTIONS,NO QUESTIONS,NO QUESTIONS,NO QUESTIONS,DISAGREE,DISAGREE,PARTIALLY AGREE,PARTIALLY AGREE,DISAGREE,DISAGREE,PARTIALLY AGREE,PARTIALLY AGREE
EST0031,Colegio_1,Male,14,YES,1,DID NOT REPEAT,SECOND,COMPLETE SECONDARY,UNIVERSITY EDUCATION,45,FREQUENTLY,FREQUENTLY,MOBILE PHONE,PARTIALLY AGREE,DISAGREE,DISAGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,NO QUESTIONS,NO QUESTIONS,NO QUESTIONS,NO QUESTIONS,NO QUESTIONS,NO QUESTIONS,NO QUESTIONS,NO QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE
EST0034,Colegio_1,Male,14,NO,1,DID NOT REPEAT,DID NOT REPEAT,COMPLETE SECONDARY,UNIVERSITY EDUCATION,5,-888,FREQUENTLY,MOBILE PHONE,PARTIALLY AGREE,DISAGREE,DISAGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,MOST QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,DISAGREE,DISAGREE,DISAGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE
EST0005,Colegio_1,Male,14,NO,1,SIXTH,DID NOT REPEAT,DON'T KNOW,DON'T KNOW,1256,-888,FREQUENTLY,COMPUTER/LAPTOP,PARTIALLY AGREE,DISAGREE,AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,MOST QUESTIONS,NO QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,DISAGREE,AGREE
EST0017,Colegio_1,Male,14,YES,1,DID NOT REPEAT,DID NOT REPEAT,TECHNICAL HIGHER EDUCATION,DON'T KNOW,12345,FREQUENTLY,FREQUENTLY,MOBILE PHONE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE
EST0028,Colegio_1,Male,14,YES,1,DID NOT REPEAT,DID NOT REPEAT,COMPLETE SECONDARY,COMPLETE SECONDARY,124567,FREQUENTLY,SOMETIMES,MOBILE PHONE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,VERY FEW QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE
EST0003,Colegio_1,Male,14,YES,1,DID NOT REPEAT,DID NOT REPEAT,DON'T KNOW,COMPLETE SECONDARY,145,FREQUENTLY,FREQUENTLY,MOBILE PHONE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,MOST QUESTIONS,MOST QUESTIONS,NO QUESTIONS,NO QUESTIONS,NO QUESTIONS,NO QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE
EST0025,Colegio_1,Female,13,YES,1,DID NOT REPEAT,DID NOT REPEAT,TECHNICAL HIGHER EDUCATION,TECHNICAL HIGHER EDUCATION,1456,FREQUENTLY,FREQUENTLY,MOBILE PHONE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,DISAGREE,PARTIALLY AGREE,DISAGREE,DISAGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE
EST0009,Colegio_1,Female,14,YES,1,DID NOT REPEAT,DID NOT REPEAT,COMPLETE SECONDARY,COMPLETE SECONDARY,45,FREQUENTLY,FREQUENTLY,MOBILE PHONE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,DISAGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE
EST0012,Colegio_1,Female,14,YES,1,DID NOT REPEAT,DID NOT REPEAT,DON'T KNOW,DON'T KNOW,4,FREQUENTLY,-888,MOBILE PHONE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,DISAGREE,DISAGREE,AGREE,AGREE,MOST QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE
EST0032,Colegio_1,Female,14,NO,1,DID NOT REPEAT,DID NOT REPEAT,DON'T KNOW,DON'T KNOW,145,FREQUENTLY,FREQUENTLY,MOBILE PHONE,PARTIALLY AGREE,AGREE,DISAGREE,PARTIALLY AGREE,AGREE,DISAGREE,DISAGREE,PARTIALLY AGREE,DISAGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,ALL QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE
EST0008,Colegio_1,Female,15,DON'T KNOW,1,DID NOT REPEAT,FIRST,COMPLETE SECONDARY,COMPLETE SECONDARY,45,FREQUENTLY,SOMETIMES,MOBILE PHONE,AGREE,DISAGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,NO QUESTIONS,VERY FEW QUESTIONS,NO QUESTIONS,VERY FEW QUESTIONS,AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE
EST0010,Colegio_1,Male,15,YES,1,SECOND,DID NOT REPEAT,COMPLETE PRIMARY,COMPLETE PRIMARY,456,SOMETIMES,SOMETIMES,MOBILE PHONE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,DISAGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE
EST0023,Colegio_1,Male,14,YES,1,SIXTH,DID NOT REPEAT,COMPLETE SECONDARY,DON'T KNOW,14,FREQUENTLY,-888,MOBILE PHONE,PARTIALLY AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,ALL QUESTIONS,VERY FEW QUESTIONS,NO QUESTIONS,NO QUESTIONS,NO QUESTIONS,NO QUESTIONS,ALL QUESTIONS,ALL QUESTIONS,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,DISAGREE,AGREE
EST0033,Colegio_1,Female,14,NO,1,DID NOT REPEAT,DID NOT REPEAT,COMPLETE SECONDARY,DON'T KNOW,45,SOMETIMES,SOMETIMES,MOBILE PHONE,AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE
EST0099,Colegio_4,Male,14,YES,1,DID NOT REPEAT,DID NOT REPEAT,UNIVERSITY EDUCATION,COMPLETE SECONDARY,457,FREQUENTLY,FREQUENTLY,MOBILE PHONE,DISAGREE,AGREE,AGREE,DISAGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,MOST QUESTIONS,ALL QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,ALL QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,PARTIALLY AGREE
EST0101,Colegio_4,Male,14,YES,1,DID NOT REPEAT,DID NOT REPEAT,INCOMPLETE SECONDARY,NO FORMAL EDUCATION,14567,FREQUENTLY,SOMETIMES,MOBILE PHONE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,AGREE,MOST QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE
EST0090,Colegio_4,Female,14,YES,1,DID NOT REPEAT,DID NOT REPEAT,COMPLETE SECONDARY,COMPLETE SECONDARY,257,-888,SOMETIMES,COMPUTER/LAPTOP,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,DISAGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,DISAGREE,PARTIALLY AGREE,AGREE,AGREE,MOST QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,ALL QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE
EST0094,Colegio_4,Male,14,YES,1,DID NOT REPEAT,DID NOT REPEAT,DON'T KNOW,DON'T KNOW,45,FREQUENTLY,FREQUENTLY,MOBILE PHONE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,MOST QUESTIONS,VERY FEW QUESTIONS,NO QUESTIONS,MOST QUESTIONS,NO QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE
EST0087,Colegio_4,Female,14,NO,1,DID NOT REPEAT,DID NOT REPEAT,UNIVERSITY EDUCATION,INCOMPLETE SECONDARY,4,FREQUENTLY,-888,MOBILE PHONE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,AGREE,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE
EST0100,Colegio_4,Male,14,YES,1,DID NOT REPEAT,DID NOT REPEAT,COMPLETE SECONDARY,COMPLETE SECONDARY,14,FREQUENTLY,-888,MOBILE PHONE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,DISAGREE,PARTIALLY AGREE,DISAGREE,AGREE,AGREE,MOST QUESTIONS,ALL QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,PARTIALLY AGREE
EST0092,Colegio_4,Male,14,YES,1,DID NOT REPEAT,DID NOT REPEAT,COMPLETE PRIMARY,COMPLETE SECONDARY,4,SOMETIMES,-888,MOBILE PHONE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,NO QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,AGREE
EST0085,Colegio_4,Female,14,YES,1,DID NOT REPEAT,DID NOT REPEAT,INCOMPLETE SECONDARY,COMPLETE SECONDARY,1245,SOMETIMES,SOMETIMES,MOBILE PHONE,PARTIALLY AGREE,AGREE,AGREE,PARTIALLY AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,AGREE,MOST QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE
EST0104,Colegio_4,Male,14,YES,1,DID NOT REPEAT,DID NOT REPEAT,DON'T KNOW,DON'T KNOW,2456,SOMETIMES,FREQUENTLY,MOBILE PHONE,AGREE,PARTIALLY AGREE,AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE,AGREE,AGREE,MOST QUESTIONS,ALL QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,MOST QUESTIONS,MOST QUESTIONS,VERY FEW QUESTIONS,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,PARTIALLY AGREE,PARTIALLY AGREE
